"STATION","NAME","DATE","AWND","PRCP","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-16","10.96","0.00","61","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-17","10.96","0.00","61","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-18","7.16","0.06","49","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-19","16.55","0.02","47","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-20","10.29","0.00","36","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-21","7.16","0.00","43","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-22","16.11","0.11","49","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-23","11.86","0.00","38","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-24","6.71","0.01","41","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-25","6.04","0.16","53","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-26","19.24","0.00","53","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-27","7.16","0.03","39","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-28","7.16","0.06","47","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-29","6.49","0.35","45","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-30","5.59","0.09","50","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-12-31","6.93","0.01","52","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-01","6.26","1.22","53","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-02","10.74","0.03","59","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-03","18.12","0.00","39","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-04","10.29","0.00","33","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-05","10.29","0.29","46","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-06","11.18","0.00","41","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-07","18.12","0.31","35","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-08","13.20","0.00","31","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-09","15.21","0.12","41","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-10","18.12","0.00","41","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-11","14.54","0.00","25","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-12","13.20","0.00","41","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-13","4.03","0.00","49","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-14","19.91","0.00","45","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-15","18.12","0.00","21","11"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-16","12.30","0.53","42","9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-17","25.50","0.92","46","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-18","18.34","0.00","39","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-19","12.53","0.00","50","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-20","13.87","0.25","45","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-21","16.11","0.00","24","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-22","10.29","0.00","32","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-23","10.07","0.00","37","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-24","8.28","0.00","38","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-25","11.18","0.00","44","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-26","14.09","0.00","29","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-27","9.17","0.00","32","13"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-28","7.61","0.12","35","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-29","25.50","0.58","29","12"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-30","13.87","0.00","25","12"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-31","4.47","0.00","32","16"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-01","6.93","0.00","38","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-02","5.14","0.00","45","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-03","6.26","0.33","46","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-04","16.33","0.56","49","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-05","18.34","0.00","30","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-06","7.38","0.00","31","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-07","7.83","0.28","39","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-08","14.32","0.12","48","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-09","7.83","0.00","41","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-10","9.62","0.00","56","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-11","12.30","0.00","52","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-12","13.65","0.00","61","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-13","10.51","0.25","43","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-14","18.57","0.00","25","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-15","12.08","0.00","30","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-16","11.41","0.00","43","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-17","19.91","0.23","54","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-18","23.71","0.39","58","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-19","17.22","0.00","42","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-20","14.54","0.00","34","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-21","7.61","0.00","48","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-22","14.99","0.14","53","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-23","13.87","0.00","69","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-24","10.74","0.00","35","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-25","14.32","0.78","45","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-26","13.42","0.00","38","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-27","19.01","0.00","48","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-28","12.30","0.00","37","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-01","9.84","0.00","45","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-02","12.30","0.00","52","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-03","18.34","0.08","45","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-04","9.62","0.00","36","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-05","7.38","0.00","45","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-06","7.38","0.05","62","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-07","15.21","0.06","61","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-08","17.00","0.00","53","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-09","9.62","0.61","40","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-10","5.37","0.00","50","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-11","6.71","0.00","50","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-12","19.91","0.50","46","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-13","18.34","0.00","35","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-14","14.32","0.00","55","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-15","8.28","0.00","58","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-16","8.05","0.00","62","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-17","9.17","0.06","55","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-18","8.05","0.00","63","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-19","8.95","0.18","60","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-20","17.90","0.00","62","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-21","16.78","0.00","63","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-22","16.11","0.00","60","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-23","12.75","0.07","47","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-24","14.32","0.93","47","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-25","11.86","0.03","57","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-26","13.42","0.00","54","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-27","19.01","0.00","47","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-28","22.82","0.00","34","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-29","20.58","0.00","38","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-30","9.40","0.00","44","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-31","21.25","0.05","57","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-01","20.13","0.08","59","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-02","16.11","0.00","52","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-03","8.50","0.10","46","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-04","13.20","0.00","55","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-05","6.93","0.06","53","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-06","14.99","0.54","54","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-07","17.90","0.45","52","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-08","13.42","0.04","63","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-09","10.96","0.02","57","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-10","20.13","0.00","52","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-11","13.65","0.00","56","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-12","8.72","0.02","72","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-13","7.83","0.00","65","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-14","11.18","0.08","70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-15","14.99","0.01","67","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-16","14.99","0.09","62","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-17","15.88","0.00","52","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-18","14.99","0.96","52","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-19","21.70","0.59","52","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-20","13.87","0.00","60","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-21","12.30","0.00","56","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-22","12.97","0.00","70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-23","8.05","0.00","59","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-24","11.63","0.00","60","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-25","10.07","0.00","55","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-26","7.38","0.06","60","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-27","21.70","0.00","58","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-28","21.92","0.00","58","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-29","18.12","0.00","63","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-30","11.41","0.00","66","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-01","8.50","0.00","63","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-02","9.62","0.51","55","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-03","10.96","0.00","62","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-04","6.49","0.04","66","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-05","10.51","0.00","70","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-06","6.93","0.85","58","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-07","18.57","0.96","51","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-08","19.01","0.00","58","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-09","19.69","0.00","70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-10","16.33","0.00","73","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-11","12.53","0.00","74","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-12","7.16","0.00","71","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-13","6.04","0.00","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-14","5.14","0.15","70","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-15","6.49","0.00","73","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-16","9.40","0.09","69","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-17","16.33","0.00","79","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-18","14.32","0.00","70","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-19","7.61","1.04","63","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-20","6.93","0.49","69","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-21","8.05","0.00","87","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-22","9.17","0.00","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-23","12.75","0.00","75","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-24","9.62","0.00","68","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-25","7.61","0.00","65","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-26","8.95","0.00","67","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-27","12.75","0.05","73","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-28","10.51","0.16","75","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-29","7.61","0.00","74","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-30","10.51","0.00","80","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-31","11.18","0.00","94","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-01","9.62","1.36","67","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-02","7.83","0.30","75","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-03","5.59","0.00","69","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-04","6.71","0.00","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-05","7.61","0.00","74","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-06","10.07","0.00","77","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-07","16.78","0.04","75","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-08","11.41","0.00","84","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-09","18.12","0.60","84","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-10","10.96","0.00","80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-11","8.28","0.00","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-12","10.51","0.15","72","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-13","7.83","0.00","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-14","7.83","0.00","80","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-15","10.07","0.00","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-16","14.09","0.29","72","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-17","14.54","0.00","94","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-18","19.46","0.00","78","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-19","17.22","0.00","76","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-20","11.41","0.00","82","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-21","4.92","0.02","78","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-22","10.74","0.14","67","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-23","8.50","0.00","74","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-24","8.50","0.00","76","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-25","8.28","0.00","88","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-26","13.20","0.00","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-27","8.72","0.35","77","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-28","8.72","0.00","80","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-29","11.41","0.00","83","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-30","9.84","0.00","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-01","12.08","0.00","85","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-02","10.07","0.00","87","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-03","8.50","0.00","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-04","9.84","0.00","85","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-05","14.32","0.01","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-06","11.18","0.00","89","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-07","10.07","0.00","82","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-08","6.04","0.26","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-09","8.05","0.00","86","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-10","9.17","0.00","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-11","14.09","0.00","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-12","15.88","0.00","83","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-13","10.51","0.00","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-14","7.16","0.00","92","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-15","8.95","0.00","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-16","7.61","0.02","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-17","8.28","0.02","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-18","14.32","0.38","84","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-19","14.09","0.00","94","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-20","12.97","0.00","95","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-21","10.29","0.00","91","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-22","10.07","0.00","95","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-23","9.62","0.00","96","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-24","13.87","0.00","96","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-25","10.51","0.23","86","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-26","9.62","0.00","81","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-27","8.72","0.00","85","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-28","10.74","0.18","84","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-29","9.62","0.00","85","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-30","11.41","0.00","91","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-31","8.05","0.00","85","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-01","7.83","0.25","77","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-02","10.51","0.00","89","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-03","10.29","0.00","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-04","11.63","0.00","91","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-05","10.51","0.00","89","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-06","12.08","0.00","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-07","13.87","0.01","89","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-08","14.09","0.00","88","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-09","11.41","0.00","93","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-10","9.62","0.00","88","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-11","7.61","0.35","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-12","10.96","0.00","87","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-13","10.74","0.00","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-14","8.50","0.00","82","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-15","6.93","0.00","82","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-16","8.95","0.00","82","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-17","6.93","0.13","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-18","10.29","0.00","87","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-19","11.18","0.00","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-20","8.72","0.00","88","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-21","7.16","0.00","82","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-22","6.71","0.03","79","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-23","9.40","0.00","85","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-24","11.41","0.00","91","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-25","9.62","0.00","92","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-26","11.41","0.02","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-27","8.05","0.00","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-28","10.51","0.00","83","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-29","10.96","0.00","85","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-30","13.42","0.06","86","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-31","11.63","0.00","88","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-01","12.75","0.00","89","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-02","7.38","0.00","77","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-03","7.38","0.00","79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-04","9.40","0.03","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-05","8.50","0.00","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-06","9.62","0.87","75","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-07","12.75","0.00","75","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-08","7.38","0.00","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-09","7.16","0.00","79","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-10","7.38","0.00","82","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-11","6.71","0.20","76","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-12","7.61","0.06","79","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-13","11.41","0.01","88","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-14","12.30","0.00","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-15","12.30","0.00","76","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-16","6.04","0.00","78","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-17","9.17","0.00","74","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-18","14.32","0.00","84","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-19","11.18","0.03","85","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-20","12.30","0.00","83","69"
